S. Hadley,2491,3489,4299,1839,1747,4584,3061,3294,2048,4000,3043,2960,4246,4698,5578,3375,6296,2613,2924,3418,2103,4005,2410,3984,6703,1001,4244,4383,5411,3103
Southampton,1053,1295,1618,653,541,1776,952,1468,706,1581,1015,1256,846,2534,2114,1276,2367,991,1318,1248,1017,1453,1146,1430,2784,404,1829,1615,2213,1210
Ware,1146,1417,2047,665,451,2313,1681,1417,922,2022,1376,1555,1112,3255,2840,1530,2737,1617,1741,1255,1464,1423,1484,1503,3143,516,1930,2212,2563,1515
Westhampton,306,444,470,287,236,502,341,530,299,508,410,394,234,868,739,357,771,314,373,471,268,543,307,543,886,113,657,383,725,314
Williamsburg,361,805,543,644,541,626,560,651,502,620,691,436,264,1413,1302,372,1233,418,373,852,300,870,307,922,1268,141,1144,437,1261,320
Worthington,189,320,272,241,246,257,279,287,251,286,330,210,148,606,543,205,517,228,224,355,199,365,196,382,597,89,491,219,510,195
Acton,3024,5166,5389,3244,3439,5064,4048,4211,2848,4932,3604,4110,3345,8020,7774,3623,7555,3768,3878,5199,4247,4501,3191,5995,9462,1244,6985,4710,7602,4051
Arlington,6753,12319,10740,8809,7570,11835,9505,9745,6808,11519,9326,8929,5446,19369,17310,7594,15437,9121,7383,12445,6871,12073,5980,14020,19862,2475,14545,10699,17084,7998
Ashby,553,630,915,269,240,934,638,677,434,783,586,639,647,1212,1227,621,960,879,842,568,605,752,733,682,1498,238,934,864,1188,568
Ashland,2847,3096,4329,1664,1301,4801,2793,3091,2083,3502,2542,3038,2600,5756,5778,2608,4918,3409,3499,2940,2713,3462,2851,3618,6767,1015,4424,3890,5255,3063
Ayer,1093,1016,1591,536,467,1663,1168,1112,747,1472,1044,1164,1232,2069,2308,1009,1925,1372,1503,1010,1061,1386,1275,1256,2854,447,1745,1787,2318,1196
Bedford,1700,2873,3089,1538,1788,2755,2585,2875,1816,3275,2232,2815,2220,5041,4758,2506,4429,2722,2831,2965,2515,3073,2353,3462,6010,849,4180,3244,4631,2719
Belmont,4364,6511,6750,4157,4366,6526,5057,5400,3500,6434,4638,5192,3710,9708,8960,4478,8476,4822,4358,6559,4375,6087,3767,7209,10812,1582,7775,5898,9046,4627
Billerica,6390,6105,9915,2750,2214,10398,5733,7374,3728,8792,5295,7251,6991,12226,12714,6590,9616,9603,9998,4809,8231,6324,8401,6521,15509,2621,8988,10686,11831,7619
Boxborough,865,1075,1379,632,735,1269,1011,1040,687,1227,876,1048,971,1818,68,1802,92,1853,1154,1109,1179,1003,946,1322,2297,371,1672,1198,1812,1043
Burlington,4255,4572,6942,2055,1899,6944,3694,5616,2688,6105,4222,4672,4176,8276,7693,4895,6719,5750,5615,3660,4468,4475,4800,4510,10118,1761,5504,7392,7263,5603
Cambridge,7801,21049,11063,18331,15370,13979,17260,12638,13704,14324,18240,9712,8366,36212,35533,9169,30338,13389,7539,25265,6427,24970,6221,26701,36971,4798,31962,14930,37237,9761
Carlisle,963,1498,1592,904,1079,1362,1444,1140,940,1496,1060,1336,1119,2098,2252,952,2189,969,1183,1483,1503,1071,1062,1581,2755,366,2098,1176,2210,1041
Chelmsford,6425,7614,10685,3539,3291,11154,6787,7325,4942,8607,5452,8079,6823,12394,12114,7109,10592,8496,8800,6048,8705,5773,7137,7809,15140,2404,8887,10134,10921,7993
Concord,2821,4959,4684,3207,3545,4316,3829,4240,2667,4822,3442,4019,2744,7531,7132,3165,7071,3088,3220,5297,3124,5062,2760,5811,8352,1280,6600,4044,7080,3559
Dracut,4858,4521,7397,1903,1462,8241,4731,5066,2832,6502,3856,5554,5225,9257,8969,5592,7435,7064,7221,3651,5496,5174,5951,4995,11301,2120,6143,8371,8132,6334
Dunstable,662,573,961,300,257,1001,739,596,459,799,494,761,764,1069,1285,562,995,838,805,606,786,570,732,682,1481,226,1030,816,1181,667
Everett,3788,4004,5957,2367,1484,6306,3323,5017,2383,5242,4086,3655,3717,8282,7483,4578,5804,6199,4619,3688,3323,4896,4092,4455,7688,1944,4542,7360,6480,5225
Framingham,8699,11300,13622,6690,5347,14618,8127,10767,6465,11288,8228,9536,8076,18247,18070,8314,16261,9988,9312,10276,8253,10774,7812,11907,21156,3385,13216,13082,17162,9409
Groton,2045,2242,2772,1158,1182,2653,2164,2167,1463,2635,1767,2313,2221,3694,4127,1837,3612,2266,2585,2097,2542,2084,2145,2646,4785,640,3428,2546,4061,1959
Holliston,2523,3272,4004,1799,1523,4198,2689,3582,2196,3751,2547,3347,2742,5412,5625,2553,4995,3136,3579,2961,2936,3344,2890,3676,6815,849,4057,4025,5230,2872
Hopkinton,2848,2760,4300,1487,1450,4266,2701,3051,1944,3472,2269,3148,3223,5044,5405,2862,5026,3205,3606,2772,2855,3230,3134,3255,7053,989,4464,3964,5308,3136
Hudson,3064,3380,4808,1704,1233,5194,3302,3490,2072,4163,2744,3500,3252,6365,6498,3018,5532,3911,4543,2981,3085,4149,3627,3864,8017,1375,4774,4965,6069,3551
Lexington,4527,9183,7833,6062,6729,7055,6619,6918,4596,8101,6175,6418,4271,13152,11868,5575,11317,5897,4664,9514,4245,9352,4213,10047,13732,1825,10865,6711,11494,6035
Lincoln,866,1824,1538,1249,1533,1161,1479,1124,1073,1373,1194,1213,893,2493,2515,902,2396,986,894,1872,934,1722,815,1994,2861,376,2382,1239,2495,1102
Littleton,1557,1939,2381,995,971,2361,1864,1920,1201,2369,1633,1957,1655,3474,3376,1753,3048,2035,2339,1801,1899,2083,1867,2298,4238,620,2903,2391,3384,1878
Lowell,9173,10209,13859,5463,3314,15950,9191,10249,6178,12015,9003,9452,10187,19689,19373,10523,15925,13791,12151,9133,9007,11710,9997,11397,23019,4751,12540,17057,19128,13685
Malden,6148,7531,9772,4512,2920,11302,5333,7572,4065,8002,6656,5578,5871,13710,12642,6805,10162,9211,7015,6791,5199,8467,5957,8228,15579,2979,8438,10865,11716,7452
Marlborough,5348,5756,8812,2905,2430,9025,5226,5880,3600,6931,4653,5864,5556,10360,9897,6032,9434,6432,6996,5048,5004,6680,5742,6401,12667,2144,7782,8175,9897,5910
Maynard,1847,2283,2803,1336,1079,3022,1742,2479,1433,2556,1857,2128,1624,3907,3876,1691,3345,2184,2364,2081,1754,2535,1859,2609,4520,681,3051,2578,3828,1759
Medford,8282,9551,12207,5822,4337,13603,7690,10440,5770,10635,8956,8055,8772,17187,17139,8876,14075,11742,9596,9535,6844,11900,8012,11460,19351,3357,12733,13557,16852,9146
Melrose,4926,6266,7989,3382,2921,8673,5089,6345,3419,7231,5109,5640,4251,10779,9670,5317,7945,6926,6311,5490,4475,6975,4990,7015,12353,1700,7327,7608,9344,5404
Natick,5489,7439,8685,4399,3887,8853,5865,7315,4329,8055,5713,6625,5282,12116,12046,5503,10855,6546,6717,6836,5280,7738,5575,8136,14744,2089,9864,8475,11815,6378
Newton,10416,20164,15217,15409,14378,16004,15876,15926,11644,17615,14852,14370,10458,32858,31421,11953,28064,14723,11364,22289,9908,22655,10416,23616,33266,4104,26849,15893,30520,12159
N. Reading,2730,3055,4712,1504,1359,4906,2823,3164,1731,3972,2300,3375,2584,5749,5040,3269,4293,3970,3994,2445,3374,2935,3034,3541,7146,1009,3799,4742,4941,3519
Pepperell,2105,1994,3239,949,864,3307,2285,2050,1388,2744,1760,2371,2443,3764,4356,1899,3431,2767,3005,1765,2684,1966,2573,2234,5174,796,3273,3068,4028,2307
Reading,4256,5806,7334,2917,2784,7442,3646,6220,2713,6536,3677,5518,3941,9622,8444,5098,7350,6128,6136,4609,5159,5284,4841,6066,11835,1600,6660,7380,8230,5785
Sherborn,968,1193,1489,688,779,1355,1057,1087,810,1196,781,1206,1004,1638,1832,834,1811,835,1089,1172,1096,1077,988,1276,2122,250,1587,1027,1659,933
Shirley,1081,1047,1645,495,465,1651,1212,1040,725,1401,956,1175,1231,1843,2058,882,1578,1354,1442,957,1085,1180,1239,1138,2536,420,1577,1478,1979,995
Somerville,6557,13138,9255,11071,8173,11702,10762,9639,8454,11124,12226,7186,6359,24759,24475,7070,20327,10751,7014,14261,5341,15805,5670,16465,27061,4505,21453,11971,26013,7390
Stoneham,4167,4246,6516,2170,1687,6910,3400,5353,2541,5625,3690,4571,3854,8077,7316,4577,6035,5796,5490,3434,4506,4312,4603,4568,10006,1535,5250,6763,7004,4976
Stow,1220,1590,1801,959,896,1800,1461,1498,292,1073,313,1166,1431,2529,2726,1247,2545,1391,1766,1564,1605,1615,1482,1871,3348,501,2358,1748,2668,1430
Sudbury,3184,4326,5158,2551,2748,4825,3640,3878,2594,4469,2861,4134,3241,6903,6985,3172,6954,3131,3772,4416,4073,3853,3199,5029,8332,1104,6077,4262,6703,3587
Tewksbury,5324,4966,8375,1996,1786,8736,4830,6335,3196,7509,4443,6309,5694,9690,9648,5835,7514,7898,7644,3772,6004,5102,6353,5118,12641,2016,7055,8634,9016,6651
Townsend,1587,1468,2406,663,551,2494,1469,1770,929,2148,1300,1792,1931,3051,3289,1710,2672,2285,2358,1181,1879,1587,1991,1568,3954,585,2478,2294,3085,1683
Tyngsborough,2048,1839,3041,810,700,3249,2232,1809,1215,2616,1507,2310,2666,3381,3757,2299,3139,2878,2910,1694,2250,2202,2398,2214,4923,821,2909,3166,3678,2398
Wakefield,4797,5370,7668,2665,2252,8092,4169,6618,3105,6990,4323,5787,4322,9623,8337,5567,7163,6612,6704,4162,5194,5502,5523,5621,11595,1730,6158,7759,7534,6326
Waltham,5531,7731,8729,4905,4175,9381,6688,8267,5810,8533,6933,7551,6862,16493,15818,7629,13558,9744,8717,8144,7276,9080,7098,9922,17993,3012,11345,12361,15095,8220
Watertown,4427,6422,6538,4689,4050,7181,5282,6052,4240,6309,5633,4860,4245,11461,10904,4765,9700,5842,4738,6798,3613,7565,4077,7617,12721,1666,8831,7088,10895,4927
Wayland,2457,3741,4081,2239,2448,3700,2778,3297,1933,3668,2543,3099,2316,5701,5577,2435,5338,2595,2546,3675,2372,3564,2288,3995,6350,839,4948,3059,5199,2778
Westford,4090,4438,6323,2183,2382,6030,4850,4187,2849,5719,3325,5228,4642,7718,7964,4445,7418,4914,5508,4117,4809,4523,4544,5122,10275,1599,6451,6168,7548,5071
Weston,2368,2614,3559,1542,1980,3025,2590,2302,1752,2865,1758,2738,2370,3949,4245,2093,4186,2112,2481,2164,2057,2876,2246,2915,5108,810,3930,2507,4044,2374
Wilmington,3428,3582,5358,1606,1403,5470,3522,4972,2363,5665,3295,4776,3809,7971,7306,4519,5938,5829,5797,3234,4617,4108,4828,4273,8109,2692,5572,6563,6983,4989
Winchester,4267,5339,7019,2856,3329,6351,4669,5079,3499,5574,3831,5259,3979,8209,7827,4327,7265,4763,4797,4944,4073,5412,4188,5738,10453,1341,6588,5835,7605,4766
Woburn,6251,6658,9861,3220,2286,10711,5241,8529,3785,9083,5692,7230,6244,12399,11647,6942,9213,9212,8781,4829,7486,5907,7249,6582,15363,2392,7945,10489,10705,7525
Nantucket,2114,1494,2577,1089,819,2809,1450,2190,1350,2009,1871,1505,2507,3258,4523,1351,4160,1698,2576,2065,1978,2385,2313,2344,4616,685,3804,2029,4356,1439
Avon,802,772,1285,391,277,1364,690,1028,496,1122,775,865,749,1567,1437,870,800,1493,1068,698,789,923,889,879,1674,300,991,1345,1363,954
Bellingham,2832,2546,4144,1240,810,4567,2624,3069,1755,3674,2374,3060,3019,5232,5602,2604,4475,3694,3968,2274,3139,2854,3240,2965,3246,4389,2524,4343,3298,3866
Braintree,6162,6887,10393,3301,3261,10308,5077,8785,4090,8895,5779,7284,5848,12325,10687,7422,7383,10568,8763,5886,6689,7339,6938,7657,14817,2194,7860,10920,10689,8023
Brookline,5447,13025,8135,10927,9214,9559,10498,8949,7871,10276,10050,7960,5777,21134,20603,6441,18548,8028,4848,14596,4312,14693,4464,15367,21756,2863,18187,9020,20590,6727
Canton,3781,4153,6205,2166,1830,6464,3445,5264,2522,5614,3461,4663,3764,8031,7050,4734,5204,6528,5183,4005,5020,3900,4316,4851,9098,1290,5689,6391,7173,4835
Cohasset,1853,1573,2532,801,905,2375,1401,2108,1107,2026,1231,1903,1845,2683,2986,1572,2602,1886,2065,1525,1940,1525,1798,1815,3771,540,2378,2372,2994,1733
Dedham,4193,4634,6726,2480,2378,7184,3945,5423,2702,5968,3881,4880,3937,8318,7684,4545,6014,6085,5522,4480,4474,5096,4676,5309,9882,1502,6056,6968,7827,5101
Dover,1469,1215,2101,657,846,1857,1284,1368,856,1613,857,1573,1509,1848,2178,1203,2178,1176,1440,1271,1582,1171,1441,1402,2759,394,1928,1548,2027,1438
Foxborough,2978,3195,4938,1535,1387,4969,2564,4198,2167,4259,2710,3706,3174,5822,5495,3470,4214,4720,4308,2815,3424,3446,3783,3339,7360,1038,4455,5064,5721,3756
Franklin,5200,5227,7928,2855,2109,8669,4906,6327,3627,7017,4625,6010,5604,10898,10785,5741,8902,7525,7354,4805,5461,6487,6112,6507,13586,1903,7969,8919,10430,6320
Holbrook,1767,1860,3125,1016,642,3357,1246,2690,1157,2594,1832,1930,1754,3526,3371,1895,1944,3293,2378,1542,1721,2068,1979,1933,4197,669,2178,3070,3188,2029
Medfield,2376,2715,3936,1452,1534,3705,2223,3172,1771,3364,2124,2978,2501,4556,4503,2583,4039,3003,3066,2496,2939,2596,2568,3156,5738,798,3443,3693,4063,3081
Medway,2412,2365,3630,1175,1026,3737,2069,3042,1634,3233,2102,2781,2499,4423,4733,2202,3761,3152,3264,2118,2464,2819,2695,2777,5883,792,3400,3704,4538,2535
Millis,1582,1594,2367,891,717,2445,1300,2102,1147,2162,1509,1813,1598,2908,3013,1512,2393,2100,2177,1447,1636,1929,1806,1874,3575,523,2360,2288,2940,1671
Milton,4920,6698,7381,4421,3680,7572,4931,7112,3751,7410,5007,6232,4384,10643,9426,5554,6987,7865,5705,6546,4605,7123,4833,7382,11239,1674,6675,8652,9104,6171
Needham,4863,8148,8347,5093,3934,8574,6501,6890,4326,8326,5593,6978,4698,12106,11117,5764,10164,6532,5390,7943,4703,8551,4775,9075,12766,1669,8799,7688,10103,6313
Norfolk,1878,1733,2747,894,859,2750,1952,1972,1271,2463,1486,2221,2121,3156,3452,1838,2812,2446,2585,1639,2005,2153,2281,2064,4578,567,2791,2804,3518,2058
Norwood,4319,5391,7107,2729,2106,7839,3929,6718,3020,6999,4424,5630,4282,9705,8661,5262,6696,7177,6457,4508,5053,5477,5343,5615,10820,1486,5943,8276,7894,6238
Plainville,1266,1339,2099,669,471,2260,1209,1721,967,1848,1245,1562,1592,2551,2776,1404,1898,2276,1866,1100,1518,1535,1671,1468,3362,482,2130,2223,2699,1611
Quincy,12557,14441,20096,8023,5826,22235,10275,16377,8487,17298,12485,13230,11865,25991,24134,14077,17622,20466,15195,13459,11806,16836,13126,16491,30110,4641,17194,20202,23964,15376
Randolph,3937,4679,6347,3109,1766,7672,3879,5663,2906,5958,4726,4246,4319,9585,8830,4998,5910,7829,4613,5177,3893,5653,4068,5718,10181,1939,5094,8879,8045,5755
Sharon,2929,4179,5045,2583,2621,4840,3479,4193,2703,4504,3218,3971,3040,6861,6968,2923,5456,4357,3216,4588,3326,4115,2906,4889,8353,890,6085,4059,7247,2928
Stoughton,4143,4635,6788,2716,1765,7498,3730,5933,2702,6263,4141,4804,4167,9069,8447,4706,5295,7810,5477,4513,5486,4264,4817,5156,10431,1678,5818,7577,8054,5278
Walpole,4383,4764,7065,2144,1907,7384,3975,5930,2950,6346,3850,5493,4451,8910,8362,5090,6345,6993,6434,3888,5877,4499,5459,5270,10889,1501,6108,7615,7513,6172
Wellesley,4410,6488,7443,4068,3985,6511,5959,5088,3634,6589,4163,6080,4587,9384,8963,5082,9392,4495,4574,6441,4254,6487,4226,7184,10958,1767,8107,6182,8749,5538
Westwood,2972,3124,4812,1644,2013,4607,2722,3716,1910,4090,2410,3609,2909,5511,5070,3303,4477,3815,3816,3157,3000,3603,3276,3680,6672,967,4177,4534,5003,3639
Weymouth,9609,10074,14871,5000,3709,16028,7174,12825,5833,13136,8948,10131,8567,18810,17043,10394,11427,15934,12757,7947,9768,10637,10343,10705,21847,3381,11912,15276,16044,11058
Wrentham,1882,1931,2878,1035,801,3090,1806,2543,1379,2888,1717,2505,2331,3713,4033,2050,3120,2937,2759,1691,2267,2219,2450,2215,4958,713,2973,3227,3821,2328
Abington,2711,2772,4055,1358,927,4427,1996,3769,1833,3657,2629,2907,2661,5300,5034,2942,2928,5024,3894,2225,3080,2958,3142,3049,6627,927,3625,4396,4888,3136
Bridgewater,3693,3844,5368,2116,1374,6051,3316,4774,2317,5310,3362,4227,3989,7884,7007,4832,3660,8146,5354,3556,4536,4126,4404,4468,9193,1339,5260,6388,7047,4523
Brockton,9212,9690,13126,6552,3171,16266,7919,12524,6549,12681,10339,9129,10114,21488,19790,11642,11361,19889,11068,9961,8336,12128,9714,11201,22192,4826,11372,19975,18009,13046
Carver,2057,1664,3001,936,647,3320,1492,2781,1251,2839,1963,2161,2193,3701,3801,2177,2496,3463,2816,1455,2066,2258,2472,2006,4800,632,2774,3174,3629,2320
Duxbury,3275,3234,5057,1611,1916,4702,2642,4302,2224,4375,2522,4022,3686,5563,5916,3371,5309,3919,4492,2924,3862,3327,3851,3619,7521,1020,4529,4862,5666,3734
E. Bridgewater,2197,2064,3366,1117,757,3682,1738,3132,1476,3165,2053,2602,2475,4627,4382,2724,2265,4775,3320,1908,2482,2576,2773,2439,5759,846,3342,3804,4384,2762
Halifax,1435,1199,2035,701,435,2294,1149,1754,843,1960,1201,1590,1467,2540,2634,1409,1577,2429,1948,1075,1609,1381,1716,1352,3204,458,1837,2128,2409,1544
Hanover,2775,2663,4117,1199,1065,4439,2464,3555,1759,3946,2405,3352,2788,5211,4820,3233,3450,4538,3993,2367,3482,2756,3349,3081,6578,1008,3371,4719,4557,3511
Hanson,1798,1753,2776,920,651,3023,1537,2421,1185,2621,1735,2074,1737,3597,3405,2006,2067,3307,2693,1496,2115,2056,2277,2055,4281,634,2507,2983,3306,2192
Hingham,4226,4809,6721,2716,2842,6378,3837,5904,3005,6349,3748,5579,4703,8458,8110,5152,7324,5822,5800,4964,5067,5459,5041,5947,10946,1594,6625,7178,8155,5537
Hull,2082,2154,2847,1224,938,3116,1589,2770,1364,2761,1899,2228,2209,3601,4212,1663,2917,2896,2488,2023,1847,2504,2048,2505,4777,639,3202,2685,4102,1769
Kingston,2122,2054,3232,1063,796,3458,1670,3272,1548,3085,2038,2597,2383,4213,4163,2467,3240,3361,3312,1970,2682,2511,2815,2554,5544,695,3197,3619,4093,2671
Lakeville,1854,1679,2734,854,637,2873,1462,2232,1031,2493,1455,2070,2084,3486,3460,2167,2080,3524,2796,1626,2299,2110,2473,2020,4604,684,2719,2970,3462,2228
Marion,1124,1106,1621,646,661,1573,1006,1333,827,1389,910,1320,1100,1954,2027,1024,1662,1333,1356,1085,1487,878,1209,1226,2467,371,1694,1423,1976,1135
Marshfield,4877,4841,7251,2463,3082,5516,4211,6255,3255,6670,4427,5541,5037,9145,9274,5113,6984,7334,7190,4090,6883,4381,6093,5455,11975,1662,6870,7862,9069,5627
Mattapoisett,1283,1447,2111,800,725,2139,1262,1821,1021,1989,1172,1838,1162,2681,2460,1493,2013,1898,1687,1344,1420,1646,1440,1712,3048,453,1966,1895,2440,1413
Middleborough,3239,2708,4675,1625,945,4867,2853,4297,2158,4639,3065,3706,4068,6928,7099,3900,3939,6992,5536,3102,4574,3722,4699,3913,8713,1296,5327,5738,6929,4143
Norwell,2234,2239,3451,1142,1183,3481,2086,2658,1425,3015,1793,2671,2241,3937,3829,2405,3222,2965,2979,2027,3372,1637,2650,2474,5112,712,2988,3320,3771,2554
Pembroke,3132,3007,4739,1495,1246,5047,2479,4426,2037,4522,2848,3695,3437,5941,6005,3456,4197,5182,4786,2465,3879,3304,4066,3319,7860,1082,4509,5054,5924,3645
Plymouth,9192,8492,13340,4954,3267,14874,7726,12945,6500,13269,8778,10966,9840,18660,18837,9861,14350,14248,13074,8377,9927,11351,11076,11000,23994,3198,14178,15422,18644,10952
Plympton,617,527,875,293,253,891,471,860,385,832,486,748,665,1037,1090,600,794,889,857,530,738,615,755,632,1427,218,907,803,1101,593
Rochester,911,807,1333,484,352,1429,857,1288,688,1393,820,1278,1075,1957,1905,1179,1429,1620,1446,916,1246,1065,1261,1120,2413,392,1497,1515,1848,1151
Rockland,2985,2990,4439,1593,972,5100,2323,4042,1805,4418,2713,3464,2875,5596,5310,3222,3418,5027,4027,2365,3076,3315,3441,3115,6999,1056,3770,4797,5178,3386
Scituate,4070,4301,6185,2390,2206,6137,3138,5144,2663,5115,3371,4442,4029,6781,7061,3931,5714,5229,5279,3482,5453,3253,4288,4582,8868,1135,5310,5837,6830,4289
Wareham,3251,3024,4252,1674,1176,4956,2702,4428,2294,4451,3295,3484,3723,6793,7144,3335,4758,5679,4826,2914,3739,3760,4012,3771,8182,1253,5054,5566,6526,4059
W. Bridgewater,1298,1241,1992,655,458,2145,940,1866,761,1890,1205,1485,1395,2497,2344,1546,1176,2715,1916,1029,1473,1376,1667,1257,3013,432,1822,2036,2279,1577
Whitman,2568,2518,3746,1430,819,4317,1854,3074,1390,3326,2201,2534,2341,4803,4518,2632,2462,4677,3463,1878,2837,2433,2719,2683,5998,880,3222,4090,4473,2833
Boston,39362,72336,56574,58362,39575,73140,70694,70831,58503,77754,83512,52984,49857,167931,153127,63391,119769,93875,51451,98622,36831,110399,42996,109472,177356,30066,109479,113706,164968,73011
Chelsea,2251,2544,3003,2110,915,4034,2006,2523,1838,2556,2703,1706,2222,5400,4641,2889,3945,3353,1838,2634,1440,3173,1625,3097,5451,1421,2867,4273,4595,2983
Revere,6018,4900,9261,2629,1563,10041,4573,6468,3329,6591,5114,4964,5263,10599,9604,6106,6929,8812,6144,4478,4487,6256,5597,5596,12356,2795,6526,9334,9303,6772
Winthrop,3380,3257,5347,1574,2089,4678,2644,3693,1874,3944,2800,3162,2720,6157,5780,3091,4295,4519,3645,2768,2551,3570,3045,3353,7035,1096,4113,4394,5465,2935
Ashburnham,1001,1101,1651,548,413,1814,1066,1183,760,1380,1094,1059,1155,2192,2254,1105,1726,1608,1491,994,1108,1278,1210,1289,2605,364,1626,1497,2069,1057
Athol,1351,1474,2100,731,465,2485,1245,1847,927,2090,1389,1635,1274,3384,3211,1490,2631,2055,1798,1567,1248,2024,1502,1894,3634,708,2253,2370,2817,1789
Auburn,2839,3308,5010,1193,953,4257,2594,3612,1881,4012,2621,3313,2654,6125,5685,3125,4775,3996,3982,2595,2488,3866,3253,3363,6826,1048,3845,4699,5146,3367
Barre,826,974,1308,483,396,1432,910,990,584,1206,808,995,782,1843,1797,857,1375,1265,1194,811,744,1205,965,1049,2053,325,1328,1340,1714,932
Berlin,586,605,907,292,290,900,689,575,370,799,485,675,630,1009,1077,554,919,708,799,605,743,647,714,693,1496,206,951,819,1133,623
Blackstone,1641,1094,2122,637,357,2365,1347,1498,802,1933,1070,1694,1440,2690,2757,1371,1984,2112,1941,1199,1615,1427,1620,1514,3284,575,1953,2251,2721,1468
Bolton,930,1061,1410,602,629,1353,1191,958,725,1319,836,1202,1131,1693,1918,937,1794,1026,1261,1051,1320,949,1145,1186,2420,366,1693,1336,1908,1125
Boylston,873,951,1413,154,465,1328,933,1005,605,1244,750,1107,1025,1588,1787,834,1516,1093,1318,837,942,1138,942,1138,2139,334,1362,1260,1635,985
Brookfield,541,501,833,248,195,908,556,639,385,738,499,633,590,1146,1175,564,921,810,794,475,578,669,703,583,1345,205,858,828,1032,642
Charlton,1908,1700,2950,646,696,2878,2031,2191,1336,2725,1792,2286,2345,3985,4244,2151,3404,2947,2935,1767,1980,2574,2546,2176,5420,766,3061,3486,4040,2490
Clinton,2189,1866,3110,1063,705,3413,1936,2326,1404,2650,1997,2069,2203,4096,4019,2276,3324,2937,2847,1802,1831,2660,2341,2312,5009,918,2707,3552,3972,2285
Douglas,1431,1124,2048,533,409,2136,1315,1316,836,1678,995,1530,1809,2394,2847,1352,2240,1943,2191,1029,1510,1571,1933,1278,3644,491,2189,2233,2898,1531
Dudley,1594,1425,2487,598,482,2610,1467,1857,944,2249,1353,1850,1850,3114,3283,1699,2676,2287,2325,1294,1546,2026,2020,1679,3860,670,2132,2876,3056,1893
E. Brookfield,381,355,609,145,133,631,359,445,243,527,354,421,412,738,728,437,604,559,604,298,415,468,508,399,884,145,491,645,649,478
Fitchburg,4335,4859,7138,2165,1439,7802,4042,5562,3059,5936,4851,4344,4286,9443,8412,5611,7532,6374,5875,3842,3653,5808,4493,5356,10983,1948,5735,8002,8556,5530
Gardner,2546,2911,4004,1599,934,4936,2281,3467,1790,3754,2812,2722,2361,5843,5251,3022,4485,3754,3511,2476,2415,3440,2792,3298,6244,1064,3322,4639,4779,3142
Grafton,2748,2786,4351,1212,1074,4435,2777,3347,1943,3857,2547,3287,3270,5603,5683,3179,4978,3842,4133,2452,2989,3358,3412,3147,7532,1075,4562,4759,5554,3763
Hardwick,442,500,736,262,188,855,531,488,353,605,435,527,383,997,959,419,828,538,543,442,449,499,474,518,1009,130,691,608,832,467
Harvard,1010,1442,1671,875,1069,1425,1437,1172,1006,1603,1115,1434,1183,2186,2482,916,2143,1205,1294,1470,1570,1177,1186,1641,2896,360,2229,1284,2392,1114
Holden,3180,3898,5794,1638,1795,5565,3228,4420,2369,5084,3136,4321,3258,7066,6575,3771,5946,4330,5085,3378,3532,4681,3914,4621,8170,1318,4726,5568,6299,3970
Hopedale,1055,1078,1616,530,413,1699,1044,1359,746,1493,953,1315,1125,2179,2181,1116,1857,1436,1506,1005,1148,1268,1239,1268,2594,396,1514,1691,2027,1177
Hubbardston,805,767,1290,330,324,1269,750,1028,604,1215,799,1028,977,1548,1697,828,1317,1199,1295,717,928,1042,1080,950,2003,266,1248,1253,1616,884
Lancaster,1146,1063,1670,513,456,1650,1145,1422,822,1636,1090,1362,1366,2241,2324,1303,2092,1506,1641,1237,1317,1486,1474,1424,3020,423,1650,1972,2198,1427
Leicester,1722,1694,2890,633,541,2933,1521,2287,1117,2494,1602,2046,1818,3548,3588,1811,2688,2679,2671,1432,1814,2244,2237,1949,4238,716,2365,3057,3297,2096
Leominster,6019,6108,9478,2872,2065,10160,5191,7492,3804,8008,6043,5969,5713,11959,10788,7043,9571,8187,8171,4745,5222,7305,6393,6672,13793,2451,7588,10336,10512,7302
Lunenburg,1970,1820,2970,869,824,2889,1772,2068,1191,2441,1648,2013,1980,3668,3546,2117,3016,2625,2746,1669,2245,2032,2235,2211,4712,732,2819,2945,3630,2120
Mendon,1034,941,1534,448,343,1467,997,1373,721,1526,930,1312,1275,1934,2073,1138,1839,1332,1596,911,1378,1036,1268,1236,2652,360,1713,1665,2116,1235
Milford,3709,3662,5709,1767,1360,5392,3458,4539,2454,4869,3427,3994,4201,7712,7685,4157,6508,5299,5354,3262,4044,4239,4441,4161,9370,1618,5484,6969,7520,4830
Millbury,2119,2137,3435,836,713,3486,2076,2369,1354,2814,1972,2227,2123,4284,4178,2216,3329,3039,3164,1716,2017,2703,2424,2465,5199,854,3020,3590,4039,2542
Millville,516,365,721,186,113,782,448,495,276,531,340,475,616,903,1004,501,738,748,709,412,522,534,617,504,1304,190,742,787,994,505
New Braintree,158,211,280,92,99,263,213,204,147,223,173,201,177,369,387,159,273,272,248,197,181,229,224,212,433,87,291,258,343,196
N. Brookfield,740,754,1169,316,263,1277,814,901,532,1099,699,937,813,1549,1567,797,1277,1071,1179,680,735,1056,1009,858,1827,327,1046,1287,1447,885
Northborough,2602,3021,4335,1433,1474,4181,2509,3339,1853,3687,2336,3252,2876,5107,5387,2646,4818,3181,3636,2826,2576,3706,3078,3448,6651,986,4068,4088,4977,3166
