Shelburne,191,987,859,322,847,330,228,543,205,599,163,661,853,135,773,326,823,274,313,443,391,381,428,344,504,263,246,863,348,813,663,499,732,435,467,483,807,173,799,185
Shutesbury,152,1064,1027,195,979,219,186,718,223,640,140,762,1094,92,981,242,1037,186,285,576,544,332,562,305,652,144,240,997,291,960,870,376,929,309,640,480,995,125,1010,117
Sunderland,257,1597,1381,477,1388,459,401,847,557,697,279,1028,1482,191,1151,680,1324,496,519,668,528,694,592,630,827,374,544,1317,470,1448,1322,595,1241,686,667,850,1270,289,1267,301
Warwick,79,368,298,142,273,160,128,212,120,202,104,234,360,63,278,161,311,123,161,186,138,213,135,217,183,135,164,299,136,321,258,211,290,165,138,267,311,95,285,117
Wendell,71,487,486,75,441,111,110,309,119,283,105,316,469,53,436,107,468,78,190,219,267,146,262,146,320,72,117,457,145,436,238,340,460,121,327,174,441,54,423,79
Whately,175,809,663,319,668,306,311,464,260,477,250,517,804,102,597,341,660,271,385,349,291,451,348,391,436,240,329,674,344,669,632,386,553,443,307,571,677,206,670,217
Agawam,3794,10369,8577,5654,9709,4442,5853,4611,3981,6116,4988,5628,10676,1782,6088,7801,8225,5592,5480,4457,1511,8682,4046,6163,5463,4620,4805,9514,4777,9780,11015,3527,7197,7435,3133,8584,7276,4201,6721,5019
Blandford,224,473,437,254,443,242,298,222,211,282,256,261,538,102,355,298,427,223,299,205,118,391,202,309,234,219,249,454,233,472,504,202,407,299,175,428,355,242,288,305
Brimfield,618,1404,1335,674,1234,763,897,692,669,839,789,793,1641,310,975,1040,1256,741,824,599,272,1159,615,815,636,699,711,1364,736,1355,1483,609,1113,993,424,1341,1109,634,923,833
Chester,203,500,461,243,431,270,273,219,211,257,231,261,546,96,343,313,398,257,283,179,95,368,181,278,234,203,251,430,224,458,457,226,399,289,150,422,339,222,290,277
Chicopee,5643,16976,14003,8867,15399,7372,8079,7131,5895,9329,7047,8640,16391,3104,8801,13537,13143,9082,8174,6914,2582,13211,5499,10288,9591,6090,8917,13460,7870,15787,18070,5461,12764,10962,4899,12698,11313,6281,10786,7017
E. Longmeadow,2437,6012,4961,3503,5777,2665,3225,2834,2417,3432,2874,3244,6448,1034,3584,4728,4774,3458,3475,2707,963,5326,2546,3747,3153,3059,2549,6222,3257,5866,6646,2433,4225,4935,1862,5480,4633,2622,4477,2895
Granville,266,595,572,287,577,276,383,308,302,358,353,331,706,137,455,400,550,294,413,263,164,517,304,371,289,340,320,641,372,591,659,306,510,433,200,575,477,287,426,340
Hampden,865,2081,1743,1174,2030,877,1027,1133,892,1235,1138,1098,2331,376,1248,1556,1649,1076,1282,897,422,1762,907,1287,1002,1023,952,2062,1074,1927,2221,814,1401,1524,654,1822,1551,858,1410,1044
Holland,491,812,944,382,811,500,557,346,405,509,519,420,998,168,658,608,840,435,493,375,200,689,311,581,485,399,569,713,529,817,1000,339,814,534,316,812,742,371,601,513
Holyoke,2957,11688,9088,5478,10127,4316,4159,5688,3148,6392,3417,6511,10935,2669,5679,8984,9587,6185,4806,4751,3072,6891,3920,6111,7007,3271,5671,9415,5590,10756,12140,4033,9409,7136,3881,8001,7762,3797,8184,4058
Longmeadow,2688,6721,6134,3341,6894,2503,3102,4024,2430,4377,2748,4460,7114,1068,4666,4507,5642,3536,3614,3457,1658,5597,3973,3310,3600,3540,2016,7198,3786,5592,7064,2298,4294,5144,1987,5862,5387,2372,5588,2240
Ludlow,2640,6950,5801,3837,6201,3347,3651,2991,2679,3821,3279,3533,6852,1262,3602,5640,5136,3985,3597,2806,1000,5536,2175,4366,3448,3023,3485,6074,3137,6888,7261,2708,4837,5225,1943,5870,4788,2996,4449,3469
Monson,1189,3217,2950,1430,2851,1509,1652,1423,1185,1752,1426,1649,3053,408,2121,2054,2754,1427,1654,1262,610,2336,1225,1710,1531,1387,1487,2915,1610,2968,3377,1194,2664,1947,1061,2650,2385,1253,2105,1581
Montgomery,146,364,344,166,348,160,234,168,193,189,212,191,417,66,275,222,327,169,253,135,73,317,149,240,168,198,145,366,169,348,330,188,268,232,85,368,255,194,218,229
Palmer,1488,4341,3633,2160,3611,2107,2204,1934,1588,2359,1906,2246,4222,614,2315,3116,3274,2150,2225,1804,785,3296,1639,2445,2310,1738,2281,3538,1977,4041,4415,1626,3414,2675,1221,3328,2819,1629,2562,1958
Russell,197,614,527,281,524,274,328,250,243,310,310,269,651,106,406,382,502,260,337,215,111,443,201,352,297,209,307,515,243,585,567,259,459,334,148,540,405,253,326,350
Southwick,1591,3192,3038,1766,3204,1562,1933,1496,1425,1849,1814,1622,3835,594,2262,2460,2816,1881,2038,1441,602,2938,1331,2195,1749,1750,1770,3275,1841,3353,3769,1443,2651,2604,1023,3157,2551,1590,2257,1942
Springfield,12259,37128,31305,15999,32266,14413,12320,16839,9964,18884,11532,18415,38050,9865,16944,32095,32978,20908,14773,15187,8272,24428,12019,21139,23879,9673,19203,28716,21551,30568,38837,12503,30689,22841,12202,24031,23233,12153,23325,14050
Tolland,112,162,177,95,168,105,125,81,82,117,112,94,229,36,152,117,178,90,118,80,53,144,70,125,80,100,116,193,135,173,214,97,163,140,50,203,158,93,143,107
Wales,317,685,741,269,586,419,379,312,254,419,384,318,730,96,511,391,622,281,371,294,143,530,259,407,403,264,414,560,352,644,704,290,610,388,217,561,486,273,393,381
W. Springfield,3120,8778,7298,4735,8254,3670,4459,3936,3128,4977,3796,4698,8354,1458,4516,6532,6142,4611,4703,3450,1366,6988,3924,4460,4665,3626,3704,7957,3880,8098,8977,2978,5814,6239,2641,6599,5833,3260,5442,3790
Westfield,4293,12972,10636,6674,11878,5325,6625,5588,4956,6837,5862,6472,13298,2159,7718,9609,10236,7017,7575,4648,2358,10232,4501,8022,6781,5598,6666,11534,5927,12800,14022,4669,9819,9018,3604,11001,9183,5223,8386,6227
Wilbraham,2522,5808,4950,3438,5838,2517,3395,2795,2540,3537,3092,3274,6241,973,3333,4519,4362,3465,3338,2416,1173,4859,2343,3688,2807,3163,2200,5623,2997,5292,6026,2241,3620,4727,1699,5117,4338,2470,4178,2723
Amherst,1281,11178,10357,2230,9557,2789,1385,6354,1619,5792,989,6808,12410,1336,10823,4083,12391,2540,2209,5277,5399,2393,4950,2780,6332,1321,3583,10695,3285,11336,11885,2778,11024,3742,4564,5578,9687,1034,9933,851
Belchertown,1661,5957,5086,2525,5284,2225,2493,2860,1916,3182,2064,3297,5818,716,3950,3530,4919,2488,2603,2516,1569,3653,2022,3177,3110,2062,2596,5370,2194,6082,6230,2030,4652,3665,2461,4437,5017,1779,4751,2127
Chesterfield,164,568,537,190,505,216,209,318,163,341,205,319,593,96,468,240,530,172,266,273,239,303,276,264,313,200,204,534,212,542,480,273,469,262,247,403,461,183,444,196
Cummington,87,450,405,126,395,137,122,292,107,290,109,307,457,50,373,147,401,116,173,236,236,182,245,173,290,103,124,429,147,409,330,228,365,177,205,275,374,93,367,106
Easthampton,1622,7174,6155,2631,6414,2319,2516,3640,1922,4043,2088,4093,7152,936,4977,3829,6128,2629,2914,3146,2271,3930,2784,3382,4259,1883,2722,6666,2290,7328,7246,2355,6009,3637,3334,4848,6505,1849,6492,1934
Goshen,121,482,412,195,439,167,181,282,133,308,158,306,518,62,376,226,410,188,190,251,184,263,202,241,260,156,161,464,143,482,403,221,366,250,201,340,394,143,384,154
Granby,870,2658,2204,1319,2383,1097,1494,1510,1038,1760,1307,1659,2373,317,1681,1768,2114,1281,1319,1123,582,1939,958,1558,1355,1125,1277,2301,1138,2532,2763,897,1941,1689,772,2261,2039,935,1853,1136
Hadley,534,2486,2000,1024,2172,830,860,1355,658,1443,619,1601,2416,356,1711,1269,1988,983,841,1309,924,1261,1116,1051,1408,744,720,2431,849,2383,2167,1085,1764,1499,971,1649,2087,613,2092,631
Hatfield,409,1679,1333,770,1448,636,632,866,470,974,516,997,1586,237,1134,869,1323,675,649,787,527,944,694,772,900,553,569,1496,510,1605,1411,698,1110,1010,604,1163,1312,462,1317,474
Huntington,279,857,775,358,719,401,464,368,320,488,383,450,931,126,569,516,721,370,458,392,231,622,326,523,504,341,409,773,323,857,792,390,723,450,297,644,604,327,548,382
Middlefield,69,229,213,83,203,91,93,143,77,153,77,159,235,46,198,93,209,82,104,112,90,127,91,121,139,68,90,206,75,229,224,80,181,116,84,171,189,62,166,81
Northampton,2044,13790,12556,3409,12510,3266,2859,8713,2534,8658,2356,9378,11995,1640,11123,4074,12381,2844,3508,7469,7140,4364,7307,4156,9203,2202,3087,12750,3558,12726,13093,3189,11437,4995,7356,7122,13172,1641,13367,1605
Pelham,83,799,709,172,682,181,152,556,163,500,94,610,715,87,635,224,689,169,194,456,450,218,400,259,521,137,181,696,185,714,722,180,658,245,357,400,688,98,716,76
Plainfield,69,323,298,93,297,88,98,204,79,210,87,212,327,43,267,110,295,79,125,194,190,130,215,106,214,74,90,321,120,291,267,146,261,139,168,203,272,94,275,91
S. Hadley,4246,4698,5578,3375,6296,2613,2924,3418,2103,4005,2410,3984,6703,1001,4244,4383,5411,3103,2980,3193,1743,4590,2641,3672,3648,2601,2780,6322,2867,6336,7020,2175,4779,4445,2284,5163,5421,2170,5562,2119
Southampton,846,2534,2114,1276,2367,991,1318,1248,1017,1453,1146,1430,2784,404,1829,1615,2213,1210,1445,1199,670,2012,1128,1556,1477,1188,1131,2616,1119,2673,2523,1264,1912,1880,821,2267,2055,1098,1990,1192
Ware,1112,3255,2840,1530,2737,1617,1741,1255,1464,1423,1484,1503,3143,516,1930,2212,2563,1515,1655,1304,566,2418,980,1997,1665,1316,1870,2386,1414,2981,3246,1152,2491,1924,932,2378,2124,1116,1950,1347
Westhampton,234,868,739,357,771,314,373,471,268,543,307,543,886,113,657,383,725,314,392,422,309,512,403,413,504,276,304,811,357,762,778,340,626,487,362,636,711,268,684,309
Williamsburg,264,1413,1302,372,1233,418,373,852,300,870,307,922,1268,141,1144,437,1261,320,454,768,695,542,760,479,897,335,312,1319,341,1338,1246,434,1086,601,657,816,1277,237,1256,269
Worthington,148,606,543,205,517,228,224,355,199,365,196,382,597,89,491,219,510,195,254,324,286,300,325,263,357,198,162,583,234,513,518,231,463,286,249,420,516,152,459,199
Acton,3345,8020,7774,3623,7555,3768,3878,5199,4247,4501,3191,5995,9462,1244,6985,4710,7602,4051,4060,4402,3581,5048,4593,3994,5504,3046,3176,9266,5175,7456,10014,2672,6641,6097,2616,7847,8664,2216,8584,2342
Arlington,5446,19369,17310,7594,15437,9121,7383,12445,6871,12073,5980,14020,19862,2475,14545,10699,17084,7998,7440,11454,8612,10735,10609,8553,13604,5543,6098,19975,8271,18206,21555,4960,15245,11436,7459,15936,19442,4140,19762,4051
Ashby,647,1212,1227,621,960,879,842,568,605,752,733,682,1498,238,934,864,1188,568,733,551,254,1039,419,862,655,527,896,979,782,1095,1331,558,1113,738,469,1112,1026,542,898,665
Ashland,2600,5756,5778,2608,4918,3409,3499,2940,2713,3462,2851,3618,6767,1015,4424,3890,5255,3063,3322,2261,1165,4483,1949,3669,3300,2274,3482,5512,3152,5977,7156,1957,4773,4416,2067,5494,5615,1981,5525,2156
Ayer,1232,2069,2308,1009,1925,1372,1503,1010,1061,1386,1275,1256,2854,447,1745,1787,2318,1196,1125,1311,472,1990,805,1643,1406,1035,1934,2073,1808,2269,3073,1000,2399,1706,988,2289,2410,896,2240,1097
Bedford,2220,5041,4758,2506,4429,2722,2831,2965,2515,3073,2353,3462,6010,849,4180,3244,4631,2719,2866,2648,1674,3902,2863,2658,3222,2271,2080,5684,3279,4578,5999,1861,3732,4194,1583,5113,4966,1727,4883,1849
Belmont,3710,9708,8960,4478,8476,4822,4358,6559,4375,6087,3767,7209,10812,1582,7775,5898,9046,4627,4222,5719,4553,5623,5711,4406,6515,3522,3309,10727,5347,8960,11434,2900,7585,6868,3412,8861,9784,2849,9849,2857
Billerica,6991,12226,12714,6590,9616,9603,9998,4809,8231,6324,8401,6521,15509,2621,8988,10686,11831,7619,8400,5527,1458,12678,4180,9873,7337,6653,10444,10964,8121,13795,16890,4982,11505,10506,4005,13543,11305,6141,10012,7624
Boxborough,971,1818,68,1802,92,1853,1154,1109,1179,1003,946,1322,2297,371,1672,1198,1812,1043,1082,966,705,1374,1120,947,1167,888,812,2172,1279,1724,2313,695,1533,1490,628,2019,2052,611,1998,675
Burlington,4176,8276,7693,4895,6719,5750,5615,3660,4468,4475,4800,4510,10118,1761,5504,7392,7263,5603,5436,3549,1403,7817,3422,5733,4765,4323,5210,8261,4965,8935,10761,3091,6303,7662,3250,7469,6816,4244,7096,4085
Cambridge,8366,36212,35533,9169,30338,13389,7539,25265,6427,24970,6221,26701,36971,4798,31962,14930,37237,9761,8287,22390,19518,11718,19099,11973,25554,5562,11101,38415,19131,31345,42734,7953,36636,14543,17466,26014,39000,5147,39940,4500
Carlisle,1119,2098,2252,952,2189,969,1183,1483,1503,1071,1062,1581,2755,366,2098,1176,2210,1041,1139,1340,1104,1403,1520,970,1271,1049,627,2669,1620,1684,2603,699,1720,1556,570,2378,2225,702,2225,676
Chelmsford,6823,12394,12114,7109,10592,8496,8800,6048,8705,5773,7137,7809,15140,2404,8887,10134,10921,7993,8041,5824,2308,11713,5328,8597,7219,6636,7928,11760,7846,12224,15108,4926,9911,10242,3678,12937,11456,4995,11116,5522
Concord,2744,7531,7132,3165,7071,3088,3220,5297,3124,5062,2760,5811,8352,1280,6600,4044,7080,3559,3217,4724,4153,3981,5141,2917,4946,3039,2096,8928,5529,5610,9023,2169,5725,5532,2199,7702,8081,1845,8237,1734
Dracut,5225,9257,8969,5592,7435,7064,7221,3651,5496,5174,5951,4995,11301,2120,6143,8371,8132,6334,6146,4154,954,9492,2531,7870,5078,5272,8763,6932,6430,9645,11978,4090,8313,7840,2825,10228,7819,4921,6943,5996
Dunstable,764,1069,1285,562,995,838,805,606,786,570,732,682,1481,226,1030,816,1181,667,829,538,251,1133,522,858,650,715,862,1112,794,1216,1411,587,1083,929,431,1274,1142,528,1077,618
Everett,3717,8282,7483,4578,5804,6199,4619,3688,3323,4896,4092,4455,7688,1944,4542,7360,6480,5225,4326,4231,1522,7435,2235,6867,5572,3269,4827,7891,5095,8359,10203,3041,6552,6864,3063,6376,6407,3055,5980,3651
Framingham,8076,18247,18070,8314,16261,9988,9312,10276,8253,10774,7812,11907,21156,3385,13216,13082,17162,9409,9558,8670,4592,14033,6782,11688,11573,6858,11256,17075,11675,17508,23081,5985,15866,13419,6841,16518,17690,5848,17485,6299
Groton,2221,3694,4127,1837,3612,2266,2585,2097,2542,2084,2145,2646,4785,640,3428,2546,4061,1959,2430,1817,1289,3064,1852,2493,2348,1927,2445,4177,3027,3691,4994,1730,3798,2952,1468,4071,4159,1458,4077,1561
Holliston,2742,5412,5625,2553,4995,3136,3579,2961,2936,3344,2890,3676,6815,849,4057,4025,5230,2872,3413,2581,1450,4634,2905,3133,3383,2594,2565,6000,3224,5429,6738,1911,4570,4123,2047,5370,5508,1819,5512,1891
Hopkinton,3223,5044,5405,2862,5026,3205,3606,2772,2855,3230,3134,3255,7053,989,4464,3964,5308,3136,3674,2476,1298,4916,2898,3291,3224,2889,2773,6286,3885,5302,7194,1993,4444,4814,1938,5866,5686,2109,5686,2177
Hudson,3252,6365,6498,3018,5532,3911,4543,2981,3085,4149,3627,3864,8017,1375,4774,4965,6069,3551,4051,2903,1278,5745,2173,4828,3809,3093,4696,5785,4077,6546,8421,2214,5560,5119,2647,6007,6131,2476,5403,3295
Lexington,4271,13152,11868,5575,11317,5897,4664,9514,4245,9352,4213,10047,13732,1825,10865,6711,11494,6035,4950,7729,6026,6919,7843,5040,8520,4236,3515,14150,7366,10578,14171,3836,8590,9565,3873,11639,12504,3113,12413,3353
Lincoln,893,2493,2515,902,2396,986,894,1872,934,1722,815,1994,2861,376,2382,1239,2495,1102,1004,1678,1608,1127,1840,866,1806,897,750,3034,2044,1808,3115,754,2088,1799,832,2586,2802,632,2880,585
Littleton,1655,3474,3376,1753,3048,2035,2339,1801,1899,2083,1867,2298,4238,620,2903,2391,3384,1878,2202,1808,1115,2936,1690,2344,2224,1778,1990,3826,2341,3560,4261,1665,3233,2713,1219,3883,3770,1328,3732,1426
Lowell,10187,19689,19373,10523,15925,13791,12151,9133,9007,11710,9997,11397,23019,4751,12540,17057,19128,13685,10130,9177,3852,15965,6477,13226,13155,7563,17332,15770,15070,19759,26075,8445,19896,15627,8141,17756,17205,7900,15615,8027
Malden,5871,13710,12642,6805,10162,9211,7015,6791,5199,8467,5957,8228,15579,2979,8438,10865,11716,7452,6668,6374,3304,10331,5133,8539,8837,4669,8343,12166,8022,13837,17095,4536,11866,10004,5973,10491,12657,4547,12031,5255
Marlborough,5556,10360,9897,6032,9434,6432,6996,5048,5004,6680,5742,6401,12667,2144,7782,8175,9897,5910,6800,4518,1999,9454,3734,7655,6518,4845,7627,9805,7841,9997,14024,3794,9416,8536,4281,9672,10061,3927,9587,4543
Maynard,1624,3907,3876,1691,3345,2184,2364,2081,1754,2535,1859,2609,4520,681,3051,2578,3828,1759,2112,2049,1322,2935,1643,2568,2641,1550,2335,3556,2014,3964,4778,1217,3564,2458,1516,3798,4143,1187,4058,1305
Medford,8772,17187,17139,8876,14075,11742,9596,9535,6844,11900,8012,11460,19351,3357,12733,13557,16852,9146,8631,9877,5390,13582,9075,9832,12298,6234,9829,18904,9528,19935,23838,5564,17008,12630,8372,15980,18582,5797,18431,6272
Melrose,4251,10779,9670,5317,7945,6926,6311,5490,4475,6975,4990,7015,12353,1700,7327,7608,9344,5404,5919,5523,3204,8417,5168,6415,7065,4427,5232,10813,5254,11339,13392,3174,8595,8077,3726,10547,10557,3570,10610,3715
Natick,5282,12116,12046,5503,10855,6546,6717,6836,5280,7738,5575,8136,14744,2089,9864,8475,11815,6378,6699,6602,3719,9775,5645,7768,8178,5168,6458,12785,7934,11722,15764,3839,10674,9067,4301,12445,12786,3936,13088,3821
Newton,10458,32858,31421,11953,28064,14723,11364,22289,9908,22655,10416,23616,33266,4104,26849,15893,30520,12159,12524,18813,14624,17519,17618,14303,21386,10117,10872,34034,19235,26707,37174,8693,25516,20796,9257,28125,31373,7670,32941,6640
N. Reading,2584,5749,5040,3269,4293,3970,3994,2445,3374,2935,3034,3541,7146,1009,3799,4742,4941,3519,3664,2440,984,5244,2152,4047,2897,3267,3493,5075,3183,5796,7063,1899,4168,4865,1446,5864,4707,2516,4630,2703
Pepperell,2443,3764,4356,1899,3431,2767,3005,1765,2684,1966,2573,2234,5174,796,3273,3068,4028,2307,2595,1875,855,3692,1463,3046,2336,2151,3066,3565,2941,3795,5118,1627,3721,3046,1303,4039,3607,1769,3330,2096
Reading,3941,9622,8444,5098,7350,6128,6136,4609,5159,5284,4841,6066,11835,1600,6660,7380,8230,5785,5955,4593,2939,7743,4621,6016,5564,5033,4828,9699,4847,10391,11914,3346,6912,8476,2607,10566,9069,3909,9233,3976
Sherborn,1004,1638,1832,834,1811,835,1089,1172,1096,1077,988,1276,2122,250,1587,1027,1659,933,943,1025,871,1134,1108,878,1045,927,599,2038,1403,1245,2071,599,1309,1387,548,1795,1763,563,1852,510
Shirley,1231,1843,2058,882,1578,1354,1442,957,1085,1180,1239,1138,2536,420,1577,1478,1979,995,1308,931,394,1858,691,1552,1143,984,1597,1728,1454,1939,2522,888,1997,1420,734,1988,1828,883,1721,1023
Somerville,6359,24759,24475,7070,20327,10751,7014,14261,5341,15805,5670,16465,27061,4505,21453,11971,26013,7390,6848,14403,11988,10073,12427,9509,17833,4183,10335,28463,11518,27832,33181,6310,30099,9684,14468,19515,30362,4156,30853,3902
Stoneham,3854,8077,7316,4577,6035,5796,5490,3434,4506,4312,4603,4568,10006,1535,5250,6763,7004,4976,5095,3814,1320,7754,3212,5835,4820,4133,5110,7145,4232,8674,10071,2813,6121,6886,2294,8124,6962,3639,6913,3821
Stow,1431,2529,2726,1247,2545,1391,1766,1564,1605,1615,1482,1871,3348,501,2358,1748,2668,1430,1665,1484,1082,2114,1480,1688,1755,1406,1284,3060,1872,2523,3247,1154,2377,2052,986,2846,2930,945,2907,989
Sudbury,3241,6903,6985,3172,6954,3131,3772,4416,4073,3853,3199,5029,8332,1104,6077,4262,6703,3587,3700,3665,2542,4946,3739,3700,4125,3282,2792,7749,4765,5954,8525,2181,5291,5518,2038,7141,7085,2305,7287,2190
Tewksbury,5694,9690,9648,5835,7514,7898,7644,3772,6004,5102,6353,5118,12641,2016,7055,8634,9016,6651,6785,4377,1030,10283,3436,7834,5621,5578,7878,8951,6436,9522,13280,3934,8518,8807,2852,11061,8728,4983,7775,6118
Townsend,1931,3051,3289,1710,2672,2285,2358,1181,1879,1587,1991,1568,3954,585,2478,2294,3085,1683,2022,1209,472,2820,1049,2221,1638,1603,2462,2612,2439,2683,3700,1434,2903,2258,956,2990,2498,1413,2200,1749
Tyngsborough,2666,3381,3757,2299,3139,2878,2910,1694,2250,2202,2398,2214,4923,821,2909,3166,3678,2398,2618,1809,527,3947,1262,3175,2195,2223,3308,3276,2618,4097,5142,1574,3562,3200,1170,4198,3462,1789,3197,2125
Wakefield,4322,9623,8337,5567,7163,6612,6704,4162,5194,5502,5523,5621,11595,1730,6158,7759,7534,6326,6041,4425,1797,8855,3838,6779,5513,5041,5899,8989,4869,10594,12455,3007,7381,8179,2745,9791,8674,3673,8262,4306
Waltham,6862,16493,15818,7629,13558,9744,8717,8144,7276,9080,7098,9922,17993,3012,11345,12361,15095,8220,8252,7721,4537,11749,6282,9901,9914,6159,9534,15815,8947,17046,19332,6642,14382,11870,6436,14619,15462,5349,15295,5854
Watertown,4245,11461,10904,4765,9700,5842,4738,6798,3613,7565,4077,7617,12721,1666,8831,7088,10895,4927,5155,6120,4489,6948,5656,5738,7943,3424,5301,12414,5775,12273,14192,3917,11005,7201,5139,10224,12391,2953,12250,3270
Wayland,2316,5701,5577,2435,5338,2595,2546,3675,2372,3564,2288,3995,6350,839,4948,3059,5199,2778,2603,3103,2364,3440,3020,2731,3399,2326,1969,6214,3859,4498,6664,1732,4268,4189,1731,5613,5682,1671,5836,1614
Westford,4642,7718,7964,4445,7418,4914,5508,4117,4809,4523,4544,5122,10275,1599,6451,6168,7548,5071,5412,3687,1781,7457,4022,5148,4790,4348,4545,9070,5745,8065,10646,3160,6645,7232,2404,9100,8180,3358,7876,3762
Weston,2370,3949,4245,2093,4186,2112,2481,2164,2057,2876,2246,2915,5108,810,3930,2507,4044,2374,2159,2423,1775,2877,2644,1998,2252,2354,1473,4959,3911,2605,5089,1460,2920,3673,1040,4362,3849,1533,3961,1450
Wilmington,3809,7971,7306,4519,5938,5829,5797,3234,4617,4108,4828,4273,8109,2692,5572,6563,6983,4989,5346,3431,954,8003,2768,6137,4605,4242,5924,7044,4468,8864,10360,2952,6583,6820,2159,8746,6970,3793,6264,4699
Winchester,3979,8209,7827,4327,7265,4763,4797,4944,4073,5412,4188,5738,10453,1341,6588,5835,7605,4766,4664,4792,3183,6467,5051,4566,5051,4493,2973,9139,5259,7352,9881,2777,5503,7262,2125,8753,7748,3171,8001,3067
Woburn,6244,12399,11647,6942,9213,9212,8781,4829,7486,5907,7249,6582,15363,2392,7945,10489,10705,7525,7663,5568,2020,11637,4471,9106,7037,6470,8603,10640,6857,13476,15786,4452,10093,10343,3804,12519,10652,5503,10007,6435
Nantucket,2507,3258,4523,1351,4160,1698,2576,2065,1978,2385,2313,2344,4616,685,3804,2029,4356,1439,1783,1740,1308,2337,1742,1862,1912,1688,2278,3808,3361,2947,5320,1032,4084,2320,857,3116,2952,1049,3039,1030
Avon,749,1567,1437,870,800,1493,1068,698,789,923,889,879,1674,300,991,1345,1363,954,880,713,261,1403,414,1243,932,715,1244,1081,819,1595,1800,611,1235,1206,568,1297,1165,655,1039,816
Bellingham,3019,5232,5602,2604,4475,3694,3968,2274,3139,2854,3240,2965,3246,4389,2524,4343,3298,3866,3180,2326,609,4963,1317,4225,3121,2413,4446,4240,3421,5437,7044,1801,5036,3859,1835,5171,4616,2280,4139,2821
Braintree,5848,12325,10687,7422,7383,10568,8763,5886,6689,7339,6938,7657,14817,2194,7860,10920,10689,8023,8285,5596,2273,11766,4645,9324,7685,6169,8479,11156,6301,13805,15548,4461,9251,10985,5061,11546,10912,5276,9920,6518
Brookline,5777,21134,20603,6441,18548,8028,4848,14596,4312,14693,4464,15367,21756,2863,18187,9020,20590,6727,5927,12003,10108,8209,10927,7300,13573,4586,6227,21838,10761,17869,23969,4698,17803,11066,7146,17329,20950,3640,21889,2975
Canton,3764,8031,7050,4734,5204,6528,5183,4005,5020,3900,4316,4851,9098,1290,5689,6391,7173,4835,4787,3620,1559,7103,3043,5563,4514,4031,4763,7592,5690,7064,9760,2937,6000,6851,2998,7773,7369,3164,6951,3738
Cohasset,1845,2683,2986,1572,2602,1886,2065,1525,1940,1525,1798,1815,3771,540,2378,2372,2994,1733,1930,1546,1108,2448,1838,1686,1709,1785,1371,3498,2579,2366,3991,943,2178,2804,1102,3319,3063,1277,3098,1304
Dedham,3937,8318,7684,4545,6014,6085,5522,4480,4474,5096,4676,5309,9882,1502,6056,6968,7827,5101,5176,4290,2132,7554,3595,6016,5580,4014,5236,8617,5186,9005,11187,2995,7171,7142,4030,8090,8363,3441,8187,3810
Dover,1509,1848,2178,1203,2178,1176,1440,1271,1582,1171,1441,1402,2759,394,1928,1548,2027,1438,1444,1160,954,1716,1498,1159,1182,1460,835,2675,2113,1484,2817,767,1579,2044,585,2482,2051,990,2201,874
Foxborough,3174,5822,5495,3470,4214,4720,4308,2815,3424,3446,3783,3339,7360,1038,4455,5064,5721,3756,3969,2864,1210,5791,2515,4461,3626,3292,3660,6109,3472,6713,7809,2323,5011,5226,2496,5944,5711,2575,5377,3040
Franklin,5604,10898,10785,5741,8902,7525,7354,4805,5461,6487,6112,6507,13586,1903,7969,8919,10430,6320,6784,5052,1843,10305,3898,8197,6350,5575,7013,10686,6583,11539,14078,3969,9204,8994,3838,10988,10341,4277,9802,5003
Holbrook,1754,3526,3371,1895,1944,3293,2378,1542,1721,2068,1979,1933,4197,669,2178,3070,3188,2029,2361,1814,688,3562,1177,3055,2486,1707,2872,2535,1934,3694,4325,1267,2883,2781,1310,3077,2854,1424,2471,1876
Medfield,2501,4556,4503,2583,4039,3003,3066,2496,2939,2596,2568,3156,5738,798,3443,3693,4063,3081,2986,2279,1424,4017,2415,2993,2684,2696,2053,5335,3239,4309,5989,1583,3424,4207,1489,4980,4545,1875,4620,1867
Medway,2499,4423,4733,2202,3761,3152,3264,2118,2464,2819,2695,2777,5883,792,3400,3704,4538,2535,3016,2080,872,4312,1753,3391,2805,2306,3012,4544,2909,4735,5973,1681,4184,3498,1605,4694,4477,1765,4245,2040
Millis,1598,2908,3013,1512,2393,2100,2177,1447,1636,1929,1806,1874,3575,523,2360,2288,2940,1671,1904,1462,720,2777,1142,2346,1882,1586,2066,2848,1908,3063,4023,949,2594,2401,1292,2993,2919,1283,2818,1444
Milton,4384,10643,9426,5554,6987,7865,5705,6546,4605,7123,4833,7382,11239,1674,6675,8652,9104,6171,5988,5322,3597,7950,5156,6319,6822,4584,4992,10118,6368,9569,12388,3454,7259,8772,3876,9839,9821,3569,9707,3899
Needham,4698,12106,11117,5764,10164,6532,5390,7943,4703,8551,4775,9075,12766,1669,8799,7688,10103,6313,6101,6724,4957,8215,6566,6526,7757,5267,4591,13262,7979,10056,14244,3785,8203,9964,3452,12711,12093,3813,12866,3278
Norfolk,2121,3156,3452,1838,2812,2446,2585,1639,2005,2153,2281,2064,4578,567,2791,2804,3518,2058,2582,1576,864,3360,1556,2659,2034,2142,2084,3840,2547,3474,4697,1312,2978,3083,1339,3880,3517,1606,3369,1844
