Yarmouth,5055,8401,8549,5183,8543,5139,6162,4022,4059,6469,5026,5772,10205,1709,6219,7123,7399,5742,5464,4215,2611,7364,4124,5767,5203,4635,5153,8313,6236,7645,11014,2865,6227,7748,3676,8306,8110,3700,7637,4282
Adams,775,3223,2140,1848,2502,1490,903,1391,618,1623,663,1657,2589,917,1929,1864,2340,1409,986,1140,1084,1103,705,1451,1473,683,2057,1841,1253,2737,3031,939,2287,1714,707,2422,2228,844,2108,999
Alford,64,237,198,90,239,62,59,159,67,142,36,181,234,57,238,61,224,69,69,124,141,62,137,65,116,58,52,236,125,177,238,60,189,98,61,191,217,41,215,40
Becket,267,675,661,272,629,300,237,361,212,364,221,377,659,141,687,251,709,227,262,294,299,285,293,291,382,199,364,596,367,634,780,227,690,338,244,539,560,215,557,224
Cheshire,493,1370,1037,809,1166,681,482,640,365,706,389,720,1224,413,930,781,1066,610,449,539,456,536,403,591,573,355,869,927,577,1266,1340,499,1039,824,363,1097,1014,411,894,538
Clarksburg,133,766,423,454,492,389,200,346,132,393,160,385,620,207,410,437,483,341,255,291,265,293,207,347,313,179,462,404,263,611,655,221,448,392,127,577,475,201,466,205
Dalton,657,2835,1926,1541,2519,938,854,1426,695,1485,700,1570,2152,744,1681,1643,1989,1322,963,1023,1074,949,871,1143,1346,670,1382,1879,1013,2366,2576,808,1745,1671,726,2103,2110,628,2018,760
Egremont,184,612,577,220,628,168,217,380,195,370,184,409,632,143,623,178,597,197,229,373,359,246,385,223,388,187,178,622,313,497,644,176,537,285,190,574,620,136,631,135
Florida,111,311,245,174,219,200,128,122,94,138,120,127,278,83,214,154,240,114,117,113,113,121,98,134,138,68,163,213,140,235,254,123,200,165,74,242,175,130,175,130
Great Barrington,2487,1115,711,2901,2816,777,778,1662,608,1723,623,1819,2514,560,2278,1168,2424,1047,1100,1481,1481,1232,1532,1147,1887,776,979,2606,1174,2445,3101,558,2364,1323,693,2334,2505,477,2480,526
Hancock,121,278,217,164,250,127,99,184,85,182,116,166,271,88,257,110,241,116,117,112,126,106,123,108,131,87,141,245,128,260,270,120,207,173,80,270,226,119,204,139
Hinsdale,274,810,648,435,782,299,270,421,220,433,268,417,768,240,635,386,669,339,322,336,369,295,262,398,359,239,446,646,399,699,810,283,605,460,256,645,641,234,605,275
Lanesborough,328,1307,954,663,1154,473,366,614,293,692,334,688,987,364,1016,535,1017,529,433,460,540,389,404,509,628,286,710,928,534,1155,1309,381,1016,705,350,1021,988,345,899,446
Lee,573,2405,1791,1195,2149,830,759,1151,537,1276,556,1381,1897,610,1531,1331,1808,1022,788,942,801,973,831,926,1161,581,1116,1767,851,2153,2400,596,1671,1353,605,1831,1837,597,1794,674
Lenox,508,2453,1785,1175,2369,596,685,1493,561,1459,523,1641,1932,696,1731,1140,1833,1034,795,1119,1116,873,1204,761,1312,620,786,2104,906,2071,2474,515,1601,1404,666,1915,2088,453,2076,492
Monterey,141,423,412,155,465,94,110,287,113,262,113,276,409,87,376,128,367,143,151,199,235,122,235,121,245,82,112,410,187,339,434,101,330,192,128,333,384,67,368,81
Mount Washington,30,85,90,20,90,23,25,49,29,45,24,53,94,8,87,15,88,17,33,37,42,29,47,24,35,23,20,84,50,50,75,30,68,34,22,73,74,16,79,12
New Ashford,31,113,94,41,89,46,53,57,33,73,40,69,105,42,120,31,100,44,54,51,64,43,47,58,63,31,62,93,48,109,102,55,101,52,31,94,83,39,76,48
New Marlborough,224,573,541,254,602,196,218,364,196,374,202,376,647,144,602,217,600,211,238,297,276,267,320,222,322,172,259,578,287,555,625,222,532,290,167,593,561,181,570,174
N. Adams,1086,4710,3403,2365,3743,2031,1161,2239,763,2531,872,2561,3849,1128,2926,2543,3645,1710,1429,1723,1656,1609,1206,2019,2272,947,2733,2670,1848,3788,4303,1316,3531,2172,1161,2968,3019,956,3015,1032
Otis,247,598,562,276,580,258,233,329,189,351,248,321,612,116,527,280,566,236,264,289,214,362,244,321,344,218,308,544,328,545,608,266,525,367,192,498,500,202,467,241
Peru,106,355,298,159,323,134,119,174,83,187,109,180,357,97,320,142,335,128,139,142,146,137,108,178,200,74,216,283,154,345,357,146,306,204,103,324,281,126,272,144
Pittsfield,3920,16269,11493,8636,14722,5309,4492,7835,3474,8425,3828,8728,12775,4310,10167,8846,12284,6490,5031,5971,5699,5625,4840,6388,7864,3331,8567,10410,6160,13612,15474,4199,11646,8293,4355,11632,11884,3695,11703,4128
Richmond,187,771,620,343,770,189,209,513,203,480,187,536,597,231,577,308,589,293,245,377,371,269,373,257,406,220,269,704,354,627,802,178,568,424,179,633,649,147,653,148
Sandisfield,163,271,289,136,287,133,127,181,110,178,132,169,348,89,310,135,310,132,115,142,131,129,129,134,172,78,174,273,156,289,339,114,299,155,118,238,259,94,232,117
Savoy,120,280,236,166,262,134,108,119,86,135,120,107,273,74,232,118,229,115,105,108,116,97,85,125,120,54,166,220,141,249,258,131,214,163,88,190,177,86,162,103
Sheffield,442,1368,1205,599,1339,458,419,791,316,840,401,805,1343,362,1140,627,1227,525,487,614,550,573,600,522,651,346,602,1221,566,1268,1423,428,1124,693,315,1254,1215,325,1189,342
Stockbridge,243,967,842,364,1004,203,241,601,196,589,207,627,804,229,787,352,804,329,355,482,507,371,566,308,621,243,276,950,450,796,1053,208,767,502,266,835,888,192,890,199
Tyringham,58,215,171,97,199,69,75,140,89,108,66,149,179,67,150,102,147,101,65,118,105,84,118,71,106,59,74,209,88,198,216,70,154,131,58,196,196,53,186,62
Washington,68,279,220,124,240,104,87,175,78,172,84,178,237,68,214,94,208,100,114,122,133,107,113,128,143,78,95,224,106,216,232,91,190,126,114,184,234,61,205,91
W. Stockbridge,259,626,594,289,700,176,196,430,171,395,176,420,649,177,641,214,506,235,281,348,407,237,379,268,382,166,211,640,255,615,717,160,541,347,193,591,631,130,647,130
Williamstown,586,3049,2396,1214,2812,797,598,2037,518,2048,500,2175,2634,702,2600,1078,2703,984,836,1541,1779,703,1616,823,1803,615,842,2565,1325,2155,2965,554,2160,1387,850,2194,2618,432,2660,406
Windsor,142,411,330,215,385,160,139,233,108,239,137,228,382,131,366,145,347,163,156,164,183,140,158,6,208,97,204,319,193,333,391,137,300,218,132,323,313,133,301,141
Acushnet,1417,3881,2972,2395,2310,3050,2074,1603,1546,2198,1802,2065,3682,799,1879,3221,2969,2062,1484,1379,568,2506,890,2193,1800,1264,2645,2408,1949,3494,3962,1454,2803,2684,1240,2849,2537,1560,2060,2080
Attleboro,6533,11905,11729,6761,8942,9480,6939,5317,5094,7086,6331,6350,14497,2340,8539,9758,11683,6506,6830,4980,2159,9881,3162,8826,7177,4759,9872,10281,7294,13306,15863,4673,11771,8918,4256,10982,10565,4662,9659,5744
Berkley,1096,2036,1970,1138,987,2123,1497,886,1242,1071,1324,1056,2633,393,1531,1692,2049,1163,1156,913,393,1711,741,1354,1104,973,1507,2010,1220,2381,2642,946,1974,1649,827,1993,1755,996,1468,1323
Dartmouth,4220,12053,9682,6628,8370,7862,5537,5696,4632,6649,4899,6818,11826,1953,6949,8671,9846,5527,4413,4520,2013,7225,3595,5589,5383,3797,7012,8453,6381,9669,11515,4499,8830,7359,3837,8453,8279,4043,7610,4860
Dighton,1060,2459,2065,1457,1161,2358,1601,1014,1405,1225,1379,1327,2904,435,1552,1980,2212,1314,1292,1000,425,1903,809,1507,1242,1059,1779,2127,1350,2676,2865,1144,2165,1863,938,2184,1989,1068,1671,1428
Easton,4003,7830,7326,4496,4194,7595,5275,3607,5296,3343,4509,4314,9235,1369,5447,6159,7096,4503,4775,3278,1525,6673,2711,5462,4264,3866,5208,7306,4425,8309,9727,2973,5929,6887,3034,7416,6989,3244,6586,3801
Fairhaven,2238,6006,4970,3265,3975,4158,3194,2822,2249,3522,2701,3313,6372,1040,3647,4209,5138,2666,2435,2537,1157,3956,1751,3290,2968,2063,4013,4185,3148,5282,6524,1874,4692,3817,2417,4470,4627,2184,4138,2750
Fall River,7276,21639,16733,12145,12634,16019,9104,8419,7683,10169,7864,10689,18380,4255,10028,17181,15932,10339,7386,7132,3745,12261,5137,10913,10901,5184,15144,11019,12621,16082,20868,7099,16341,12336,5965,12562,12391,6193,11203,7582
Freetown,1475,3220,2930,1799,1944,2779,1960,1385,1561,1848,1734,1772,3624,599,2138,2420,2927,1604,1537,1262,465,2417,970,1883,1478,1357,2205,2604,1783,3207,3640,1320,2654,2360,1054,2736,2439,1375,2102,1769
Mansfield,3838,7410,7125,4103,4962,6231,5093,3564,4178,4115,4206,4419,9658,1325,5646,5978,7299,4270,4886,3166,1463,6697,2595,5551,4357,3743,5139,7751,4422,8721,10139,2966,6822,6385,2961,7765,7416,3091,7072,3580
New Bedford,7972,23734,18935,12934,15095,16615,9652,10502,7430,13292,8989,12487,21619,4984,11613,19343,19251,11279,7641,8743,4417,12582,5376,11571,12145,4930,16947,13619,13331,18527,23697,7746,18391,13647,8730,14148,15069,7194,13786,8784
N. Attleborough,5098,8723,8883,5008,6563,7262,5818,3709,4356,5137,5140,4738,10589,1648,6445,7477,8752,5047,5299,3656,1417,7825,2433,6795,4873,4302,6480,8068,5287,9826,11638,3407,8230,6953,3304,8402,8098,3532,7412,4349
Norton,3029,5750,5691,3070,3582,5131,3946,2702,3361,3089,3330,3299,7395,1024,4282,4594,5745,3096,3743,2183,1053,4969,1543,4475,3322,2690,4519,4973,3108,6562,7632,2021,5312,4425,2282,5348,5120,2401,4742,2871
Raynham,2183,4652,3988,2835,1407,5410,3254,1996,2543,2516,2726,2510,5628,796,2932,3798,3983,2712,2791,1935,783,4027,1297,3508,2485,2288,3639,3724,2651,4952,5624,1961,3711,3945,1738,4282,3745,2098,3299,2654
Rehoboth,2326,3679,3779,2291,2760,3297,2440,1822,2074,2160,2261,2126,4525,826,2950,3121,3905,2118,1900,1814,834,2927,1350,2399,1765,1968,2877,3656,2554,4216,4922,1819,3678,3149,1447,3640,3293,1709,2841,2208
Seekonk,2507,4416,4222,2816,3548,3447,2650,2294,2196,2714,2444,2596,5430,958,3397,3622,4478,2465,1976,2131,731,3448,1495,2688,2309,1850,3349,4044,2949,4702,5714,1892,3960,3740,1906,3859,4114,1715,3645,2248
Somerset,2606,7223,5514,4226,4047,5632,3838,2965,2826,3940,3117,3756,7073,1215,3970,5619,5686,3715,3191,2644,1144,4941,1977,4097,3450,2602,5032,4617,3598,6320,7415,2425,5223,4734,2165,5165,4740,2407,4287,2962
Swansea,2516,5740,4856,3391,3602,4567,3142,2350,2282,3185,2670,3007,6008,1024,3330,4354,4762,2838,2282,2095,700,3766,1484,2960,2421,2034,4195,4068,3286,5221,6282,2155,4593,3984,1802,4572,4182,2161,3695,2705
Taunton,7844,14041,12485,9251,7906,13848,9435,6693,7025,8425,7709,8375,16954,2683,9007,12976,13557,8271,7820,6415,2628,11900,4488,10007,8556,5625,10578,11629,8355,15128,17323,6024,13191,10450,6194,11164,11017,5776,10145,6970
Westport,2304,6051,5079,3254,3971,4258,3110,2954,2682,3324,2760,3498,6412,1152,3889,4244,5162,2896,2861,2370,1465,3888,2129,3166,2831,2451,3942,4764,3758,5265,6765,2180,4783,4270,2034,4900,4602,2297,4107,2873
Aquinnah,152,155,257,41,223,71,93,119,63,138,94,117,258,28,205,84,240,55,90,93,90,106,127,68,120,52,50,227,169,107,248,29,205,71,134,127,225,31,228,30
Chilmark,246,462,586,126,583,122,211,341,205,318,209,338,632,53,546,154,558,146,211,273,279,222,379,118,288,159,84,667,424,330,658,92,525,217,318,379,613,84,628,81
Edgartown,952,1326,1711,586,1665,601,925,897,679,1069,854,967,1994,238,1515,922,1686,746,844,783,576,1092,904,750,866,762,734,1897,1356,1347,2283,413,1672,1061,1036,1197,1663,525,1649,569
Gosnold,25,51,58,15,44,32,28,38,27,35,28,38,69,12,60,24,65,18,17,27,18,27,30,15,25,12,13,56,39,31,52,17,40,27,19,37,44,10,46,9
Oak Bluffs,988,1513,1888,647,1794,719,977,1068,700,1238,914,1111,2158,274,1646,1010,1855,787,827,887,626,1136,839,900,969,749,863,1949,1355,1570,2462,464,1844,1122,1149,1311,1944,471,1926,531
Tisbury,904,1412,1842,496,1739,577,832,1119,605,1252,785,1137,1852,206,1598,830,1793,624,748,788,590,1023,928,674,1001,583,635,1889,1288,1256,2193,362,1721,862,1110,1151,1838,416,1826,402
W. Tisbury,570,1156,1473,270,1375,344,563,873,487,881,525,895,1668,137,1462,467,1587,349,558,763,665,725,857,516,855,501,400,1687,1068,1068,1892,261,1578,590,949,899,1601,246,1609,250
Amesbury,2910,5478,5832,2585,4772,3596,3742,2355,2982,2868,2831,3290,6620,858,4567,3686,5709,2500,3252,2475,1147,4712,2047,3766,3248,2539,3905,5056,3188,6045,7425,1780,5440,3838,2130,5473,5602,1980,5405,2238
Andover,6490,11355,11316,6678,10646,7229,7895,6082,6590,6838,6763,7316,14588,2333,9345,8879,11170,7065,7517,5322,3052,10006,6683,6345,6324,6618,5746,13074,8653,10538,14827,4337,8918,10406,3683,12300,11155,4791,11088,5053
Beverly,6644,13520,13431,6788,10972,9112,8546,6835,5686,8976,6668,8794,15763,2543,9944,10287,12690,7460,7906,6468,3652,10913,5770,8698,8034,6384,8927,12551,8087,13823,17784,4137,12173,9899,4547,13859,13583,4783,13293,5317
Boxford,2143,2739,3194,1727,2872,2017,2609,1577,2211,1818,2349,1836,4097,568,2776,2292,3000,2018,2177,1450,745,2917,1717,1934,1516,2106,1685,3387,2523,2593,3924,1198,2479,2681,827,3503,2763,1540,2789,1586
Danvers,4698,9090,8665,5204,6949,6823,6405,4143,4690,5530,5164,5448,11324,1855,6457,7816,8344,5903,5881,3978,1496,8557,3593,6390,4904,5015,6448,8418,5051,10219,11950,3301,7313,8037,2856,9404,8276,3970,7731,4663
Essex,805,1380,1529,637,1310,846,1066,685,800,856,858,880,1768,268,1248,876,1418,674,844,745,473,1133,764,842,775,750,782,1461,1001,1253,1825,438,1253,962,513,1504,1436,528,1376,563
Georgetown,1707,2961,2993,1698,2460,2181,2292,1309,1796,1666,1955,1663,3820,553,2402,2405,2969,1827,1970,1351,646,2731,1237,2108,1661,1681,2087,2827,1840,3164,3925,1084,2570,2470,950,3160,2788,1321,2567,1575
Gloucester,4736,10128,10391,4756,8747,6265,6197,4957,5551,5137,5017,6161,11807,1531,8086,6781,9951,4771,5396,5330,3444,7475,4287,6539,6191,4566,6652,9205,5811,10430,13262,2942,9484,6869,4104,9184,9706,3446,9492,3829
Groveland,1352,2464,2407,1410,2044,1765,1944,1059,1667,1248,1657,1350,3020,492,1969,1917,2375,1466,1689,1122,401,2439,1047,1782,1377,1440,1840,2155,1511,2537,3178,869,2089,1971,881,2531,2201,1147,2025,1374
Hamilton,1574,3052,2916,1734,2840,1778,1800,1745,1480,1857,1523,2030,3453,485,2261,2137,2672,1703,1750,1458,800,2453,1617,1621,1620,1578,1434,3200,2236,2435,3857,828,2314,2374,945,3046,2877,1072,2763,1233
Haverhill,9447,16726,17157,9259,14107,12150,11620,7549,8827,9828,10115,9249,20504,3710,12452,14450,16932,9660,10397,7625,2652,15776,5416,12929,10054,8197,15167,12557,12029,17204,23106,6014,16176,13158,6528,15760,15047,7232,13935,8655
Ipswich,2588,5415,5384,2640,4461,3507,3565,2679,3003,3067,2906,3372,6380,963,4494,3673,5212,2801,3074,2853,1506,4570,2753,3267,3062,2946,3079,5381,3676,5040,7062,1682,4641,4138,1909,5508,5441,2017,5281,2291
Lawrence,4842,11923,7865,8633,8691,7703,4452,6983,3681,7597,4194,7291,11872,4313,5241,11905,9927,10475,6233,5074,3464,8408,3761,8341,10104,3420,10180,10505,9678,12487,14656,7033,9959,13756,4012,10006,7983,5628,7439,7674
Lynn,7948,21028,17987,11011,12718,16163,10768,9643,6950,13017,8360,12231,23126,4360,11839,17151,18446,12293,9717,9339,5644,14012,5744,13694,13524,6977,16787,13908,12283,19870,24899,6941,17524,15515,7121,16415,14879,7930,14698,9486
Lynnfield,2733,4121,3848,3040,3376,3467,3525,2017,2874,2476,3071,2492,5593,885,3102,3875,3801,3171,3228,2012,846,4454,2075,3206,2244,3006,2836,4654,2928,4640,5874,1664,3030,4572,1206,5048,3873,2269,3619,2631
Manchester-by-the-Sea,1254,2094,2286,1091,2126,1229,1408,1276,1273,1302,1212,1486,2690,372,1991,1465,2255,1165,1312,1235,758,1878,1396,1230,1293,1296,883,2599,1855,1689,2944,622,1814,1772,627,2400,2242,788,2272,795
Marblehead,4183,7972,8276,3960,7317,4842,5279,4657,4028,5464,4382,5582,9519,1239,7228,5088,8400,3873,4845,4620,2755,6892,4764,4821,5032,4498,3695,8917,6223,6673,10432,2404,6677,6262,2550,8710,8093,3063,8419,2904
Merrimac,1238,2292,2358,1185,1951,1575,1606,1057,1350,1220,1334,1334,2782,399,1805,1676,2200,1230,1493,1094,459,2164,895,1716,1380,1215,1747,2062,2269,1584,2646,1225,2136,1742,795,2501,2312,1010,2131,1206
Methuen,7674,12582,12355,7994,10791,9499,9093,5685,7255,7129,8114,6809,15435,3464,8130,12530,11680,8748,8123,5673,1738,12357,3990,10077,7292,6671,11944,10293,8632,14196,17614,5117,11050,11869,4626,12404,10810,5906,9651,7276
Middleton,1616,2670,2683,1608,2001,2277,2249,1172,1501,1773,1980,1463,3599,494,2183,2360,2654,1818,1992,1350,543,2846,1201,2173,1509,1842,2196,2769,1977,3099,3917,1130,2371,2734,792,3394,2547,1580,2335,1864
Nahant,753,1491,1554,703,1059,1196,1004,796,734,1038,861,1000,1829,234,1190,1042,1458,767,907,916,477,1371,829,1013,1005,828,790,1477,958,1371,1873,440,1260,1081,542,1456,1396,558,1351,631
Newbury,1439,2812,2901,1361,2386,1841,2226,1230,1660,1620,1675,1793,3452,437,2557,1819,3035,1351,1907,1344,759,2578,1494,1819,1625,1658,1589,2890,1805,2750,3583,985,2509,2072,961,2999,2804,1225,2745,1321
Newburyport,3406,7273,7261,3483,6600,4050,4892,3587,3684,4425,3556,4921,8850,1031,6390,4266,7496,3073,4377,3584,2201,5927,3866,4219,4542,3470,3698,7390,4462,6841,9554,1783,6244,5098,2526,7416,7582,2275,7602,2356
N. Andover,5820,8880,9300,5464,8190,6495,6897,4147,5396,5222,5878,5162,11869,2090,6839,8020,8865,5903,6321,4036,1756,8736,4171,6287,5026,5356,6235,9575,6724,9346,12583,3466,7573,8596,3305,9717,8910,3989,8490,4580
Peabody,8134,17404,14842,10768,12226,13300,12078,7686,8102,11093,9714,10181,19821,3793,10730,14866,14368,11093,10748,7952,2791,16285,5821,13162,10074,8684,13578,13360,9514,18112,21881,5656,12780,14980,4886,16791,13847,7534,12763,9003
Rockport,1368,3245,3163,1408,3115,1420,1788,1852,1881,1611,1496,2105,3998,454,2650,1953,3166,1412,1753,1827,1192,2440,1750,1857,1979,1351,1589,3203,2021,2833,4044,829,2631,2257,1359,2861,3205,979,3189,1048
Rowley,1260,2134,2223,1192,1717,1678,1760,929,1402,1196,1446,1244,2837,412,1876,1624,2241,1231,1609,1006,446,2231,1060,1602,1302,1343,1503,2264,1468,2365,3005,832,1931,1927,731,2458,2071,1068,1888,1288
Salem,5441,13286,12645,6159,10327,8361,6766,6284,4687,8118,5326,8007,14100,2386,9666,9454,12465,6571,6310,6398,4044,9074,4919,8121,8286,4735,9356,11590,8521,13069,17787,3739,13046,8636,5798,12258,13519,4634,13786,4572
Salisbury,1430,2686,2779,1364,2083,2036,1965,1121,1563,1453,1650,1448,3321,467,2241,1913,2794,1317,1662,1280,462,2535,904,2069,1529,1435,2537,2035,1916,2789,3746,956,2703,2043,968,2890,2579,1208,2347,1499
Saugus,4258,8944,7903,5251,5859,7272,6488,3487,4631,5138,5389,4820,10862,1805,5727,7568,7559,5642,5641,4121,1143,8803,3191,6729,5250,4572,6728,6775,4528,9792,11267,2933,6710,7652,2705,8248,6678,4030,5885,5043
Swampscott,2538,5462,5449,2574,4110,3854,3596,3100,2508,3890,2843,3880,6281,888,4301,3701,5359,2562,3249,3175,1555,5009,2692,3841,3547,2910,3057,5465,3601,5086,6874,1760,4669,4048,1799,5798,5526,1990,5612,2023
Topsfield,1467,2209,2340,1348,1970,1698,1876,1276,1428,1621,1630,1546,3111,464,1992,1909,2291,1571,1811,1226,726,2386,1460,1642,1457,1615,1258,2693,1761,2253,3149,869,1750,2309,721,2747,2341,1104,2262,1191
Wenham,794,1490,1393,903,1367,909,1000,826,745,983,794,1035,1727,274,1216,1095,1345,957,905,731,458,1218,838,816,783,854,706,1689,1165,1256,1962,470,1139,1303,435,1621,1440,598,1473,596
W. Newbury,964,1762,1811,917,1579,1132,1255,956,1143,953,1087,1127,2248,293,1547,1167,1802,898,1236,867,527,1612,991,1138,1088,1024,931,1959,1363,1562,2371,567,1530,1425,607,1961,1799,734,1751,811
Ashfield,149,972,841,266,830,271,242,615,212,606,191,672,954,114,802,288,876,219,318,520,479,367,526,321,568,246,204,909,257,873,701,420,763,341,507,527,890,139,847,178
Bernardston,188,987,745,427,746,415,326,518,255,556,236,604,809,145,637,484,710,401,374,390,257,534,300,486,450,322,383,795,347,878,655,559,681,548,331,704,784,226,750,273
Buckland,115,916,728,318,726,311,219,501,175,544,152,595,774,124,636,375,636,375,270,435,347,383,376,352,489,239,300,729,248,802,615,437,626,427,452,504,773,173,758,203
Charlemont,129,551,477,206,447,231,144,325,144,308,137,336,534,65,387,231,446,173,176,254,175,262,169,263,289,142,247,467,205,513,415,304,448,252,230,346,435,128,408,164
Colrain,177,756,634,296,588,324,210,419,205,399,198,431,703,126,540,323,617,247,269,314,235,358,268,324,370,191,272,638,259,664,449,468,554,348,330,410,560,167,543,180
Conway,178,1071,961,277,869,354,311,663,287,628,254,721,1061,136,879,352,956,274,375,565,507,438,521,427,613,288,250,960,334,885,759,460,782,415,485,617,922,170,898,193
Deerfield,464,2574,2016,1014,2222,798,753,1295,679,1400,572,1609,2342,352,1752,1188,2000,927,969,1209,906,1325,1098,1116,1430,781,811,2164,821,2215,1849,1194,1684,1373,1010,1555,2037,529,2033,561
Erving,128,657,496,294,478,303,198,289,125,347,136,353,581,108,385,367,519,229,276,224,139,376,146,363,312,194,358,438,221,601,377,442,501,323,216,415,448,168,410,219
Gill,153,753,600,310,613,284,240,372,191,394,172,447,659,124,555,307,609,249,282,337,222,419,264,374,401,241,619,292,277,659,501,442,552,392,292,471,615,167,612,171
Greenfield,1254,6918,5786,2603,6043,2274,1897,3761,1544,4124,1437,4427,5895,1002,4932,3067,5762,2308,2227,2755,2086,3161,2260,3011,3666,1580,2684,5257,2474,6028,5192,3301,5242,3277,3217,4025,5853,1319,5745,1488
Hawley,38,133,126,49,113,60,56,77,46,82,48,86,160,30,119,75,143,48,68,76,55,90,71,74,90,47,66,137,57,145,106,96,120,79,55,111,128,40,122,46
Heath,76,365,305,131,294,138,109,208,114,196,103,216,357,57,245,181,290,131,121,183,144,161,180,124,193,101,127,318,128,318,274,176,241,203,153,212,259,94,248,110
Leverett,110,1129,991,243,975,239,192,796,208,730,153,833,1051,126,945,260,994,218,291,617,640,281,649,260,648,187,176,1062,272,986,832,429,896,343,591,524,998,130,1004,119
Leyden,73,397,316,151,334,129,111,237,89,233,83,263,362,67,316,130,314,133,154,199,166,204,182,185,222,120,123,365,140,350,261,228,278,201,178,244,332,93,317,104
Monroe,24,35,37,22,32,27,29,12,17,23,21,20,38,13,26,24,32,19,18,16,11,24,4,30,18,12,30,28,20,37,44,15,43,16,10,37,29,17,24,22
Montague,714,3605,2943,1369,2955,1333,1082,1908,825,2040,778,2212,3349,595,2483,1627,2947,1154,1352,1611,1113,1882,1220,1757,1931,903,1525,2830,1259,3124,2419,1969,2774,1613,1570,2088,2873,739,2793,843
New Salem,112,500,430,178,409,190,181,279,155,285,155,306,482,87,385,199,408,177,246,204,200,257,233,220,274,151,167,428,192,400,307,296,366,226,202,320,385,144,374,152
Northfield,293,1406,1093,604,1147,531,408,793,356,810,356,846,1156,200,937,659,1066,520,576,550,452,703,521,625,698,443,517,1174,554,1178,946,787,937,803,513,955,1110,338,1058,401
Orange,860,2451,2224,1109,1889,1413,1206,1220,879,1526,579,1208,2421,467,1627,1497,1964,1132,1334,916,584,1721,682,1599,1250,1017,1515,1758,1162,2177,1941,1405,1890,1463,631,1939,1746,821,1600,990
Rowe,50,207,158,100,169,85,74,100,61,101,74,101,195,33,144,87,150,81,72,76,58,92,64,85,87,51,61,164,67,164,140,90,120,107,73,122,149,34,130,56
